Recording timestamp,Computer timestamp,Sensor,Recording name,Participant name,Presented Stimulus name,Event,Event value,Gaze point X,Gaze point Y,Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Eye movement type,Gaze event duration,Fixation point X,Fixation point Y,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Mouse position X,Mouse position Y,AOI hit [cake - buy],AOI hit [cake - cake-pic],AOI hit [cake - not-buy],AOI hit [pizza - buy],AOI hit [pizza - not-buy],AOI hit [pizza - pizza-pic],AOI hit [ice-cream - buy],AOI hit [ice-cream - ice-cream-pic],AOI hit [ice-cream - not-buy],AOI hit [cereal - buy],AOI hit [cereal - creal-pic],AOI hit [cereal - not-buy],AOI hit [date - buy],AOI hit [date - date-pic],AOI hit [date - not-buy]
30743,1992413772,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1309.0,796.0,,,Fixation,667.0,1325.0,817.0,3.228,3.073,Valid,Valid,,,,,,,,,,,,,,,,,
30760,1992413789,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1328.0,841.0,,,Fixation,667.0,1325.0,817.0,3.269,3.098,Valid,Valid,,,,,,,,,,,,,,,,,
30777,1992413805,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1337.0,775.0,,,Saccade,17.0,,,3.166,2.985,Valid,Valid,,,,,,,,,,,,,,,,,
30793,1992413822,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1326.0,833.0,,,Unclassified,33.0,,,3.324,3.07,Valid,Valid,,,,,,,,,,,,,,,,,
30810,1992413839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1352.0,831.0,,,Unclassified,33.0,,,3.262,3.061,Valid,Valid,,,,,,,,,,,,,,,,,
30827,1992413855,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1328.0,775.0,,,Saccade,17.0,,,3.191,3.008,Valid,Valid,,,,,,,,,,,,,,,,,
30843,1992413872,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1319.0,783.0,,,Fixation,200.0,1319.0,784.0,3.182,3.075,Valid,Valid,,,,,,,,,,,,,,,,,
30860,1992413889,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1316.0,797.0,,,Fixation,200.0,1319.0,784.0,3.2,3.071,Valid,Valid,,,,,,,,,,,,,,,,,
30877,1992413905,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1320.0,807.0,,,Fixation,200.0,1319.0,784.0,3.21,3.099,Valid,Valid,,,,,,,,,,,,,,,,,
30893,1992413922,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1328.0,774.0,,,Fixation,200.0,1319.0,784.0,3.167,3.074,Valid,Valid,,,,,,,,,,,,,,,,,
30910,1992413939,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1319.0,810.0,,,Fixation,200.0,1319.0,784.0,3.251,3.087,Valid,Valid,,,,,,,,,,,,,,,,,
30927,1992413955,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1329.0,782.0,,,Fixation,200.0,1319.0,784.0,3.245,3.06,Valid,Valid,,,,,,,,,,,,,,,,,
30943,1992413972,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1317.0,795.0,,,Fixation,200.0,1319.0,784.0,3.288,3.116,Valid,Valid,,,,,,,,,,,,,,,,,
30960,1992413989,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1313.0,749.0,,,Fixation,200.0,1319.0,784.0,3.177,3.107,Valid,Valid,,,,,,,,,,,,,,,,,
30977,1992414005,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1323.0,744.0,,,Fixation,200.0,1319.0,784.0,3.186,3.073,Valid,Valid,,,,,,,,,,,,,,,,,
30993,1992414022,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1315.0,774.0,,,Fixation,200.0,1319.0,784.0,3.246,3.067,Valid,Valid,,,,,,,,,,,,,,,,,
31010,1992414039,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1324.0,794.0,,,Fixation,200.0,1319.0,784.0,3.254,3.093,Valid,Valid,,,,,,,,,,,,,,,,,
31027,1992414056,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1289.0,795.0,,,Fixation,200.0,1319.0,784.0,3.198,3.191,Valid,Valid,,,,,,,,,,,,,,,,,
31043,1992414072,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1318.0,779.0,,,Saccade,17.0,,,3.253,3.084,Valid,Valid,,,,,,,,,,,,,,,,,
31060,1992414089,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1292.0,772.0,,,Unclassified,33.0,,,3.238,3.133,Valid,Valid,,,,,,,,,,,,,,,,,
31077,1992414106,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1280.0,802.0,,,Unclassified,33.0,,,3.298,3.156,Valid,Valid,,,,,,,,,,,,,,,,,
31093,1992414122,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1118.0,660.0,,,Saccade,33.0,,,3.136,3.18,Valid,Valid,,,,,,,,,,,,,,,,,
31110,1992414139,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1102.0,620.0,,,Saccade,33.0,,,3.184,3.225,Valid,Valid,,,,,,,,,,,,,,,,,
31127,1992414155,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1107.0,619.0,,,Fixation,233.0,1061.0,599.0,3.209,3.166,Valid,Valid,,,,,,,,,,,,,,,,,
31143,1992414172,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1100.0,626.0,,,Fixation,233.0,1061.0,599.0,3.174,3.221,Valid,Valid,,,,,,,,,,,,,,,,,
31160,1992414189,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1066.0,602.0,,,Fixation,233.0,1061.0,599.0,3.126,3.132,Valid,Valid,,,,,,,,,,,,,,,,,
31176,1992414205,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1079.0,591.0,,,Fixation,233.0,1061.0,599.0,3.192,3.155,Valid,Valid,,,,,,,,,,,,,,,,,
31193,1992414222,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1085.0,642.0,,,Fixation,233.0,1061.0,599.0,3.201,3.231,Valid,Valid,,,,,,,,,,,,,,,,,
31210,1992414239,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1071.0,614.0,,,Fixation,233.0,1061.0,599.0,3.261,3.171,Valid,Valid,,,,,,,,,,,,,,,,,
31226,1992414255,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1080.0,610.0,,,Fixation,233.0,1061.0,599.0,3.205,3.2,Valid,Valid,,,,,,,,,,,,,,,,,
31243,1992414272,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1070.0,602.0,,,Fixation,233.0,1061.0,599.0,3.321,3.21,Valid,Valid,,,,,,,,,,,,,,,,,
31260,1992414289,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1054.0,578.0,,,Fixation,233.0,1061.0,599.0,3.22,3.228,Valid,Valid,,,,,,,,,,,,,,,,,
31276,1992414305,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1052.0,585.0,,,Fixation,233.0,1061.0,599.0,3.237,3.241,Valid,Valid,,,,,,,,,,,,,,,,,
31293,1992414322,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1026.0,550.0,,,Fixation,233.0,1061.0,599.0,3.199,3.272,Valid,Valid,,,,,,,,,,,,,,,,,
31310,1992414339,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1016.0,574.0,,,Fixation,233.0,1061.0,599.0,3.186,3.207,Valid,Valid,,,,,,,,,,,,,,,,,
31326,1992414355,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1043.0,617.0,,,Fixation,233.0,1061.0,599.0,3.258,3.179,Valid,Valid,,,,,,,,,,,,,,,,,
31343,1992414372,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1017.0,594.0,,,Fixation,233.0,1061.0,599.0,3.245,3.243,Valid,Valid,,,,,,,,,,,,,,,,,
31360,1992414389,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,995.0,565.0,,,Saccade,17.0,,,3.233,3.225,Valid,Valid,,,,,,,,,,,,,,,,,
31376,1992414405,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,998.0,563.0,,,Fixation,67.0,987.0,559.0,3.289,3.22,Valid,Valid,,,,,,,,,,,,,,,,,
31393,1992414422,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1001.0,577.0,,,Fixation,67.0,987.0,559.0,3.27,3.222,Valid,Valid,,,,,,,,,,,,,,,,,
31410,1992414439,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,987.0,560.0,,,Fixation,67.0,987.0,559.0,3.189,3.251,Valid,Valid,,,,,,,,,,,,,,,,,
31426,1992414455,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,964.0,548.0,,,Fixation,67.0,987.0,559.0,3.164,3.267,Valid,Valid,,,,,,,,,,,,,,,,,
31443,1992414472,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,866.0,485.0,,,Saccade,17.0,,,3.233,3.208,Valid,Valid,,,,,,,,,,,,,,,,,
31460,1992414489,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,845.0,467.0,,,Fixation,67.0,841.0,471.0,3.246,3.205,Valid,Valid,,,,,,,,,,,,,,,,,
31476,1992414505,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,863.0,487.0,,,Fixation,67.0,841.0,471.0,3.298,3.212,Valid,Valid,,,,,,,,,,,,,,,,,
31493,1992414522,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,825.0,459.0,,,Fixation,67.0,841.0,471.0,3.181,3.212,Valid,Valid,,,,,,,,,,,,,,,,,
31510,1992414539,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,828.0,474.0,,,Fixation,67.0,841.0,471.0,3.202,3.233,Valid,Valid,,,,,,,,,,,,,,,,,
31526,1992414555,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,789.0,440.0,,,Saccade,17.0,,,3.203,3.173,Valid,Valid,,,,,,,,,,,,,,,,,
31543,1992414572,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,766.0,432.0,,,Fixation,67.0,770.0,444.0,3.197,3.145,Valid,Valid,,,,,,,,,,,,,,,,,
31560,1992414589,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,784.0,446.0,,,Fixation,67.0,770.0,444.0,3.238,3.149,Valid,Valid,,,,,,,,,,,,,,,,,
31576,1992414605,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,773.0,452.0,,,Fixation,67.0,770.0,444.0,3.175,3.189,Valid,Valid,,,,,,,,,,,,,,,,,
31593,1992414622,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,751.0,444.0,,,Fixation,67.0,770.0,444.0,3.184,3.101,Valid,Valid,,,,,,,,,,,,,,,,,
31610,1992414639,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,738.0,417.0,,,Saccade,33.0,,,3.186,3.147,Valid,Valid,,,,,,,,,,,,,,,,,
31626,1992414655,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,610.0,395.0,,,Saccade,33.0,,,3.164,3.101,Valid,Valid,,,,,,,,,,,,,,,,,
31643,1992414672,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,613.0,393.0,,,Fixation,2967.0,574.0,365.0,3.19,3.072,Valid,Valid,,,,,,,,,,,,,,,,,
31660,1992414689,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,607.0,388.0,,,Fixation,2967.0,574.0,365.0,3.104,3.087,Valid,Valid,,,,,,,,,,,,,,,,,
31676,1992414705,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,606.0,386.0,,,Fixation,2967.0,574.0,365.0,3.112,3.052,Valid,Valid,,,,,,,,,,,,,,,,,
31693,1992414722,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,595.0,381.0,,,Fixation,2967.0,574.0,365.0,3.065,3.031,Valid,Valid,,,,,,,,,,,,,,,,,
31710,1992414739,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,607.0,385.0,,,Fixation,2967.0,574.0,365.0,3.127,3.009,Valid,Valid,,,,,,,,,,,,,,,,,
31726,1992414755,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,592.0,390.0,,,Fixation,2967.0,574.0,365.0,3.059,3.062,Valid,Valid,,,,,,,,,,,,,,,,,
31743,1992414772,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,607.0,386.0,,,Fixation,2967.0,574.0,365.0,3.136,3.016,Valid,Valid,,,,,,,,,,,,,,,,,
31760,1992414789,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,587.0,386.0,,,Fixation,2967.0,574.0,365.0,3.113,3.007,Valid,Valid,,,,,,,,,,,,,,,,,
31776,1992414805,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,596.0,388.0,,,Fixation,2967.0,574.0,365.0,3.055,2.999,Valid,Valid,,,,,,,,,,,,,,,,,
31793,1992414822,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,605.0,412.0,,,Fixation,2967.0,574.0,365.0,3.102,3.057,Valid,Valid,,,,,,,,,,,,,,,,,
31810,1992414839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,604.0,403.0,,,Fixation,2967.0,574.0,365.0,3.08,3.007,Valid,Valid,,,,,,,,,,,,,,,,,
31826,1992414855,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,603.0,420.0,,,Fixation,2967.0,574.0,365.0,3.075,2.973,Valid,Valid,,,,,,,,,,,,,,,,,
31843,1992414872,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,569.0,392.0,,,Fixation,2967.0,574.0,365.0,3.016,3.008,Valid,Valid,,,,,,,,,,,,,,,,,
31860,1992414889,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,583.0,398.0,,,Fixation,2967.0,574.0,365.0,3.06,2.975,Valid,Valid,,,,,,,,,,,,,,,,,
31876,1992414905,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,604.0,394.0,,,Fixation,2967.0,574.0,365.0,3.108,2.964,Valid,Valid,,,,,,,,,,,,,,,,,
31893,1992414922,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,594.0,406.0,,,Fixation,2967.0,574.0,365.0,3.074,3.012,Valid,Valid,,,,,,,,,,,,,,,,,
31910,1992414939,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,364.0,,,Fixation,2967.0,574.0,365.0,2.976,2.944,Valid,Valid,,,,,,,,,,,,,,,,,
31926,1992414955,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,387.0,,,Fixation,2967.0,574.0,365.0,2.973,2.984,Valid,Valid,,,,,,,,,,,,,,,,,
31943,1992414972,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,548.0,372.0,,,Fixation,2967.0,574.0,365.0,2.982,2.943,Valid,Valid,,,,,,,,,,,,,,,,,
31960,1992414989,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,539.0,332.0,,,Fixation,2967.0,574.0,365.0,2.976,2.916,Valid,Valid,,,,,,,,,,,,,,,,,
31976,1992415005,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,359.0,,,Fixation,2967.0,574.0,365.0,3.039,2.951,Valid,Valid,,,,,,,,,,,,,,,,,
31993,1992415022,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,557.0,354.0,,,Fixation,2967.0,574.0,365.0,2.974,2.94,Valid,Valid,,,,,,,,,,,,,,,,,
32010,1992415039,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,546.0,348.0,,,Fixation,2967.0,574.0,365.0,2.988,2.946,Valid,Valid,,,,,,,,,,,,,,,,,
32026,1992415055,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,556.0,358.0,,,Fixation,2967.0,574.0,365.0,3.003,2.983,Valid,Valid,,,,,,,,,,,,,,,,,
32043,1992415072,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,547.0,356.0,,,Fixation,2967.0,574.0,365.0,2.997,2.945,Valid,Valid,,,,,,,,,,,,,,,,,
32060,1992415089,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,562.0,325.0,,,Fixation,2967.0,574.0,365.0,3.002,2.973,Valid,Valid,,,,,,,,,,,,,,,,,
32076,1992415105,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,583.0,362.0,,,Fixation,2967.0,574.0,365.0,3.022,2.943,Valid,Valid,,,,,,,,,,,,,,,,,
32093,1992415122,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,556.0,366.0,,,Fixation,2967.0,574.0,365.0,2.983,2.969,Valid,Valid,,,,,,,,,,,,,,,,,
32110,1992415139,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,345.0,,,Fixation,2967.0,574.0,365.0,2.992,2.935,Valid,Valid,,,,,,,,,,,,,,,,,
32126,1992415155,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,587.0,362.0,,,Fixation,2967.0,574.0,365.0,2.984,2.902,Valid,Valid,,,,,,,,,,,,,,,,,
32143,1992415172,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,603.0,381.0,,,Fixation,2967.0,574.0,365.0,3.006,2.92,Valid,Valid,,,,,,,,,,,,,,,,,
32160,1992415189,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,568.0,368.0,,,Fixation,2967.0,574.0,365.0,2.942,2.874,Valid,Valid,,,,,,,,,,,,,,,,,
32176,1992415205,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,549.0,355.0,,,Fixation,2967.0,574.0,365.0,2.915,2.895,Valid,Valid,,,,,,,,,,,,,,,,,
32193,1992415222,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,553.0,363.0,,,Fixation,2967.0,574.0,365.0,2.944,2.86,Valid,Valid,,,,,,,,,,,,,,,,,
32210,1992415238,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,374.0,,,Fixation,2967.0,574.0,365.0,2.929,2.907,Valid,Valid,,,,,,,,,,,,,,,,,
32226,1992415255,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,582.0,370.0,,,Fixation,2967.0,574.0,365.0,2.926,2.881,Valid,Valid,,,,,,,,,,,,,,,,,
32243,1992415272,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,559.0,378.0,,,Fixation,2967.0,574.0,365.0,2.911,2.85,Valid,Valid,,,,,,,,,,,,,,,,,
32260,1992415288,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,568.0,359.0,,,Fixation,2967.0,574.0,365.0,2.934,2.865,Valid,Valid,,,,,,,,,,,,,,,,,
32276,1992415305,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,575.0,370.0,,,Fixation,2967.0,574.0,365.0,2.917,2.891,Valid,Valid,,,,,,,,,,,,,,,,,
32293,1992415322,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,571.0,372.0,,,Fixation,2967.0,574.0,365.0,2.973,2.834,Valid,Valid,,,,,,,,,,,,,,,,,
32310,1992415338,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,554.0,353.0,,,Fixation,2967.0,574.0,365.0,2.865,2.844,Valid,Valid,,,,,,,,,,,,,,,,,
32326,1992415355,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,568.0,362.0,,,Fixation,2967.0,574.0,365.0,2.906,2.89,Valid,Valid,,,,,,,,,,,,,,,,,
32343,1992415372,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,368.0,,,Fixation,2967.0,574.0,365.0,2.882,2.876,Valid,Valid,,,,,,,,,,,,,,,,,
32360,1992415388,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,576.0,369.0,,,Fixation,2967.0,574.0,365.0,2.913,2.88,Valid,Valid,,,,,,,,,,,,,,,,,
32376,1992415405,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,587.0,376.0,,,Fixation,2967.0,574.0,365.0,2.942,2.861,Valid,Valid,,,,,,,,,,,,,,,,,
32393,1992415422,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,562.0,356.0,,,Fixation,2967.0,574.0,365.0,2.89,2.884,Valid,Valid,,,,,,,,,,,,,,,,,
32410,1992415438,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,574.0,371.0,,,Fixation,2967.0,574.0,365.0,2.989,2.864,Valid,Valid,,,,,,,,,,,,,,,,,
32426,1992415455,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,565.0,376.0,,,Fixation,2967.0,574.0,365.0,2.93,2.881,Valid,Valid,,,,,,,,,,,,,,,,,
32443,1992415472,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,544.0,358.0,,,Fixation,2967.0,574.0,365.0,2.858,2.891,Valid,Valid,,,,,,,,,,,,,,,,,
32460,1992415488,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,583.0,373.0,,,Fixation,2967.0,574.0,365.0,2.976,2.856,Valid,Valid,,,,,,,,,,,,,,,,,
32476,1992415505,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,570.0,382.0,,,Fixation,2967.0,574.0,365.0,2.93,2.872,Valid,Valid,,,,,,,,,,,,,,,,,
32493,1992415522,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,579.0,362.0,,,Fixation,2967.0,574.0,365.0,2.897,2.894,Valid,Valid,,,,,,,,,,,,,,,,,
32510,1992415538,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,561.0,350.0,,,Fixation,2967.0,574.0,365.0,2.866,2.872,Valid,Valid,,,,,,,,,,,,,,,,,
32526,1992415555,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,566.0,362.0,,,Fixation,2967.0,574.0,365.0,2.921,2.882,Valid,Valid,,,,,,,,,,,,,,,,,
32543,1992415572,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,599.0,373.0,,,Fixation,2967.0,574.0,365.0,3.021,2.886,Valid,Valid,,,,,,,,,,,,,,,,,
32560,1992415588,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,585.0,371.0,,,Fixation,2967.0,574.0,365.0,2.949,2.882,Valid,Valid,,,,,,,,,,,,,,,,,
32576,1992415605,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,585.0,380.0,,,Fixation,2967.0,574.0,365.0,3.031,2.902,Valid,Valid,,,,,,,,,,,,,,,,,
32593,1992415622,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,571.0,381.0,,,Fixation,2967.0,574.0,365.0,2.946,2.888,Valid,Valid,,,,,,,,,,,,,,,,,
32610,1992415638,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,367.0,,,Fixation,2967.0,574.0,365.0,2.947,2.913,Valid,Valid,,,,,,,,,,,,,,,,,
32626,1992415655,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,578.0,367.0,,,Fixation,2967.0,574.0,365.0,3.047,2.903,Valid,Valid,,,,,,,,,,,,,,,,,
32643,1992415672,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,568.0,360.0,,,Fixation,2967.0,574.0,365.0,2.951,2.875,Valid,Valid,,,,,,,,,,,,,,,,,
32660,1992415689,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,584.0,365.0,,,Fixation,2967.0,574.0,365.0,2.985,2.906,Valid,Valid,,,,,,,,,,,,,,,,,
32676,1992415705,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,573.0,374.0,,,Fixation,2967.0,574.0,365.0,3.028,2.92,Valid,Valid,,,,,,,,,,,,,,,,,
32693,1992415722,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,576.0,385.0,,,Fixation,2967.0,574.0,365.0,2.976,2.924,Valid,Valid,,,,,,,,,,,,,,,,,
32710,1992415739,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,557.0,353.0,,,Fixation,2967.0,574.0,365.0,2.988,2.896,Valid,Valid,,,,,,,,,,,,,,,,,
32726,1992415755,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,579.0,414.0,,,Fixation,2967.0,574.0,365.0,3.15,2.911,Valid,Valid,,,,,,,,,,,,,,,,,
32743,1992415772,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,569.0,361.0,,,Fixation,2967.0,574.0,365.0,2.98,2.94,Valid,Valid,,,,,,,,,,,,,,,,,
32760,1992415789,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,571.0,379.0,,,Fixation,2967.0,574.0,365.0,2.983,2.898,Valid,Valid,,,,,,,,,,,,,,,,,
32776,1992415805,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,341.0,,,Fixation,2967.0,574.0,365.0,3.045,2.93,Valid,Valid,,,,,,,,,,,,,,,,,
32793,1992415822,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,558.0,355.0,,,Fixation,2967.0,574.0,365.0,2.977,2.889,Valid,Valid,,,,,,,,,,,,,,,,,
32810,1992415839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,563.0,355.0,,,Fixation,2967.0,574.0,365.0,3.005,2.898,Valid,Valid,,,,,,,,,,,,,,,,,
32826,1992415855,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,585.0,388.0,,,Fixation,2967.0,574.0,365.0,3.082,2.977,Valid,Valid,,,,,,,,,,,,,,,,,
32843,1992415872,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,584.0,371.0,,,Fixation,2967.0,574.0,365.0,3.051,2.949,Valid,Valid,,,,,,,,,,,,,,,,,
32860,1992415889,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,612.0,387.0,,,Fixation,2967.0,574.0,365.0,3.174,3.002,Valid,Valid,,,,,,,,,,,,,,,,,
32876,1992415905,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,581.0,358.0,,,Fixation,2967.0,574.0,365.0,3.097,2.936,Valid,Valid,,,,,,,,,,,,,,,,,
32893,1992415922,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,599.0,375.0,,,Fixation,2967.0,574.0,365.0,3.091,2.967,Valid,Valid,,,,,,,,,,,,,,,,,
32910,1992415939,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,567.0,346.0,,,Fixation,2967.0,574.0,365.0,3.017,2.967,Valid,Valid,,,,,,,,,,,,,,,,,
32926,1992415955,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,577.0,352.0,,,Fixation,2967.0,574.0,365.0,3.071,2.997,Valid,Valid,,,,,,,,,,,,,,,,,
32943,1992415972,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,572.0,351.0,,,Fixation,2967.0,574.0,365.0,3.133,2.966,Valid,Valid,,,,,,,,,,,,,,,,,
32960,1992415989,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,558.0,376.0,,,Fixation,2967.0,574.0,365.0,3.077,3.005,Valid,Valid,,,,,,,,,,,,,,,,,
32976,1992416005,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,546.0,351.0,,,Fixation,2967.0,574.0,365.0,3.041,3.027,Valid,Valid,,,,,,,,,,,,,,,,,
32993,1992416022,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,571.0,367.0,,,Fixation,2967.0,574.0,365.0,3.138,3.018,Valid,Valid,,,,,,,,,,,,,,,,,
33010,1992416039,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,569.0,351.0,,,Fixation,2967.0,574.0,365.0,3.121,2.977,Valid,Valid,,,,,,,,,,,,,,,,,
33026,1992416055,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,558.0,349.0,,,Fixation,2967.0,574.0,365.0,3.035,2.966,Valid,Valid,,,,,,,,,,,,,,,,,
33043,1992416072,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,564.0,370.0,,,Fixation,2967.0,574.0,365.0,3.125,2.987,Valid,Valid,,,,,,,,,,,,,,,,,
