Recording timestamp,Computer timestamp,Sensor,Recording name,Participant name,Presented Stimulus name,Event,Event value,Gaze point X,Gaze point Y,Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Eye movement type,Gaze event duration,Fixation point X,Fixation point Y,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Mouse position X,Mouse position Y,AOI hit [cake - buy],AOI hit [cake - cake-pic],AOI hit [cake - not-buy],AOI hit [pizza - buy],AOI hit [pizza - not-buy],AOI hit [pizza - pizza-pic],AOI hit [ice-cream - buy],AOI hit [ice-cream - ice-cream-pic],AOI hit [ice-cream - not-buy],AOI hit [cereal - buy],AOI hit [cereal - creal-pic],AOI hit [cereal - not-buy],AOI hit [date - buy],AOI hit [date - date-pic],AOI hit [date - not-buy]
2006,1992385035,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Fixation,300.0,1345.0,758.0,,,,,1469.0,1282.0,,,,,,,,,,,,,,,
2020,1992385049,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Fixation,300.0,1345.0,758.0,,,,,1469.0,1280.0,,,,,,,,,,,,,,,
2022,1992385051,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1328.0,767.0,,,Fixation,300.0,1345.0,758.0,4.052,3.724,Valid,Valid,,,,,,,,,,,,,,,,,
2034,1992385063,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Fixation,300.0,1345.0,758.0,,,,,1469.0,1279.0,,,,,,,,,,,,,,,
2039,1992385068,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1338.0,769.0,,,Fixation,300.0,1345.0,758.0,4.088,3.786,Valid,Valid,,,,,,,,,,,,,,,,,
2055,1992385084,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1341.0,749.0,,,Fixation,300.0,1345.0,758.0,4.042,3.694,Valid,Valid,,,,,,,,,,,,,,,,,
2072,1992385101,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1348.0,756.0,,,Fixation,300.0,1345.0,758.0,4.095,3.704,Valid,Valid,,,,,,,,,,,,,,,,,
2089,1992385118,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1319.0,774.0,,,Fixation,300.0,1345.0,758.0,4.01,3.721,Valid,Valid,,,,,,,,,,,,,,,,,
2105,1992385134,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1358.0,758.0,,,Fixation,300.0,1345.0,758.0,4.167,3.73,Valid,Valid,,,,,,,,,,,,,,,,,
2122,1992385151,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1346.0,780.0,,,Fixation,300.0,1345.0,758.0,4.088,3.721,Valid,Valid,,,,,,,,,,,,,,,,,
2139,1992385168,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1362.0,948.0,,,Saccade,33.0,,,4.018,3.737,Valid,Valid,,,,,,,,,,,,,,,,,
2155,1992385184,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1509.0,1434.0,,,Saccade,33.0,,,,3.71,Invalid,Valid,,,,,,,,,,,,,,,,,
2172,1992385201,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,17.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2189,1992385218,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1752.0,1859.0,,,Unclassified,17.0,,,4.267,,Valid,Invalid,,,,,,,,,,,,,,,,,
2205,1992385234,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,17.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2222,1992385251,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1761.0,1790.0,,,Unclassified,17.0,,,4.194,,Valid,Invalid,,,,,,,,,,,,,,,,,
2239,1992385268,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2255,1992385284,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2272,1992385301,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1701.0,1299.0,,,Unclassified,17.0,,,4.558,,Valid,Invalid,,,,,,,,,,,,,,,,,
2289,1992385318,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,17.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2306,1992385334,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1709.0,1863.0,,,Unclassified,17.0,,,4.106,,Valid,Invalid,,,,,,,,,,,,,,,,,
2322,1992385351,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2327,1992385356,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,,,1474.0,1290.0,,,,,,,,,,,,,,,
2339,1992385367,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2341,1992385370,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,33.0,,,,,,,1493.0,1337.0,,,,,,,,,,,,,,,
2355,1992385384,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Unclassified,17.0,,,,,,,1507.0,1379.0,,,,,,,,,,,,,,,
2356,1992385385,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1775.0,1739.0,,,Unclassified,17.0,,,4.077,,Valid,Invalid,,,,,,,,,,,,,,,,,
2370,1992385399,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,17.0,,,,,,,1521.0,1419.0,,,,,,,,,,,,,,,
2373,1992385402,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,17.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2384,1992385413,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Unclassified,17.0,,,,,,,1537.0,1456.0,,,,,,,,,,,,,,,
2390,1992385419,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,1750.0,1869.0,,,Unclassified,17.0,,,4.094,,Valid,Invalid,,,,,,,,,,,,,,,,,
2398,1992385427,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,Unclassified,17.0,,,,,,,1549.0,1480.0,,,,,,,,,,,,,,,
2407,1992385436,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2412,1992385441,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1555.0,1497.0,,,,,,,,,,,,,,,
2424,1992385453,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2426,1992385455,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1557.0,1506.0,,,,,,,,,,,,,,,
2441,1992385470,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2441,1992385470,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1558.0,1513.0,,,,,,,,,,,,,,,
2455,1992385483,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1558.0,1516.0,,,,,,,,,,,,,,,
2457,1992385486,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2474,1992385503,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2491,1992385520,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2507,1992385536,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2524,1992385553,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2541,1992385570,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2558,1992385587,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2576,1992385605,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2593,1992385622,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2611,1992385640,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2628,1992385657,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2646,1992385675,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2655,1992385684,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1568.0,1530.0,,,,,,,,,,,,,,,
2664,1992385693,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2669,1992385698,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1603.0,1588.0,,,,,,,,,,,,,,,
2682,1992385711,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2684,1992385713,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1641.0,1656.0,,,,,,,,,,,,,,,
2698,1992385727,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1673.0,1716.0,,,,,,,,,,,,,,,
2700,1992385729,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2713,1992385741,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1699.0,1768.0,,,,,,,,,,,,,,,
2718,1992385747,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2727,1992385756,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1714.0,1799.0,,,,,,,,,,,,,,,
2737,1992385766,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2740,1992385769,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1718.0,1809.0,,,,,,,,,,,,,,,
2754,1992385783,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1718.0,1812.0,,,,,,,,,,,,,,,
2755,1992385784,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2772,1992385801,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2788,1992385817,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2792,1992385821,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2811,1992385839,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2829,1992385858,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2846,1992385874,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2862,1992385891,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2866,1992385895,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2883,1992385911,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2899,1992385928,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2916,1992385945,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2933,1992385961,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2949,1992385978,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2966,1992385995,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2983,1992386011,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
2983,1992386012,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1715.0,1812.0,,,,,,,,,,,,,,,
2997,1992386026,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1706.0,1811.0,,,,,,,,,,,,,,,
2999,1992386028,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3012,1992386041,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1700.0,1811.0,,,,,,,,,,,,,,,
3016,1992386045,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3026,1992386055,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1694.0,1813.0,,,,,,,,,,,,,,,
3032,1992386061,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3040,1992386069,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1685.0,1816.0,,,,,,,,,,,,,,,
3049,1992386078,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3055,1992386084,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1678.0,1820.0,,,,,,,,,,,,,,,
3066,1992386095,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3069,1992386098,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1673.0,1822.0,,,,,,,,,,,,,,,
3082,1992386111,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3089,1992386118,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1668.0,1824.0,,,,,,,,,,,,,,,
3099,1992386128,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3104,1992386133,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1666.0,1825.0,,,,,,,,,,,,,,,
3116,1992386145,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3118,1992386147,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1665.0,1826.0,,,,,,,,,,,,,,,
3132,1992386161,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1664.0,1826.0,,,,,,,,,,,,,,,
3132,1992386161,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3147,1992386175,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1663.0,1827.0,,,,,,,,,,,,,,,
3149,1992386178,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3161,1992386190,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1662.0,1827.0,,,,,,,,,,,,,,,
3166,1992386195,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3176,1992386205,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1661.0,1827.0,,,,,,,,,,,,,,,
3182,1992386211,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3190,1992386219,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1660.0,1828.0,,,,,,,,,,,,,,,
3199,1992386228,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3216,1992386245,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3218,1992386247,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1659.0,1828.0,,,,,,,,,,,,,,,
3222,1992386251,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3239,1992386268,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3240,1992386269,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1659.0,1828.0,,,,,,,,,,,,,,,
3256,1992386284,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3272,1992386301,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3283,1992386312,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1658.0,1828.0,,,,,,,,,,,,,,,
3289,1992386318,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3297,1992386326,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1658.0,1829.0,,,,,,,,,,,,,,,
3306,1992386334,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3318,1992386347,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1658.0,1829.0,,,,,,,,,,,,,,,
3323,1992386351,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3332,1992386361,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1658.0,1830.0,,,,,,,,,,,,,,,
3339,1992386368,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3354,1992386383,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1657.0,1831.0,,,,,,,,,,,,,,,
3356,1992386385,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3368,1992386397,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1657.0,1832.0,,,,,,,,,,,,,,,
3373,1992386402,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3383,1992386412,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1656.0,1833.0,,,,,,,,,,,,,,,
3390,1992386419,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3397,1992386426,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1655.0,1833.0,,,,,,,,,,,,,,,
3407,1992386436,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3411,1992386440,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1655.0,1835.0,,,,,,,,,,,,,,,
3424,1992386452,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3432,1992386461,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1655.0,1836.0,,,,,,,,,,,,,,,
3440,1992386469,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3457,1992386486,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3461,1992386490,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1655.0,1836.0,,,,,,,,,,,,,,,
3474,1992386503,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3491,1992386520,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3497,1992386526,Mouse,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,,,1655.0,1837.0,,,,,,,,,,,,,,,
3508,1992386537,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3525,1992386554,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3542,1992386570,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3558,1992386587,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3575,1992386604,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3592,1992386620,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3608,1992386637,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3625,1992386654,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3642,1992386670,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3658,1992386687,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3675,1992386704,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3692,1992386720,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3708,1992386737,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3725,1992386754,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3742,1992386770,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3758,1992386787,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3775,1992386804,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3792,1992386820,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3808,1992386837,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
3825,1992386854,Eye Tracker,Recording3,p03,Eyetracker Calibration,,,,,,,EyesNotFound,1721.0,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,
