# timestamps [seconds],pts
329408.978132,3621375
329409.011643,3623571
329409.045153,3625767
329409.078664,3627963
329409.112174,3630160
329409.145684,3632356
329409.179195,3634552
329409.212705,3636748
329409.246216,3638944
329409.279726,3641140
329409.313236,3643336
329409.346747,3645532
329409.380257,3647728
329409.413768,3649924
329409.447278,3652121
329409.480788,3654317
329409.514299,3656513
329409.547809,3658709
329409.581320,3660905
329409.614830,3663101
329409.648340,3665297
329409.681851,3667493
329409.715361,3669689
329409.748872,3671886
329409.782382,3674082
329409.815892,3676278
329409.849403,3678474
329409.882913,3680670
329409.916424,3682866
329409.949934,3685062
329409.983444,3687258
329410.016955,3689454
329410.050465,3691650
329410.083976,3693847
329410.117486,3696043
329410.150996,3698239
329410.184507,3700435
329410.218017,3702631
329410.251528,3704827
329410.285038,3707023
329410.318548,3709219
329410.352059,3711415
329410.385569,3713611
329410.419080,3715808
329410.452590,3718004
329410.486100,3720200
329410.519611,3722396
329410.553121,3724592
329410.586632,3726788
329410.620142,3728984
329410.653652,3731180
329410.687163,3733376
329410.720673,3735572
329410.754184,3737769
329410.787694,3739965
329410.821204,3742161
329410.854715,3744357
329410.888225,3746553
329410.921736,3748749
329410.955246,3750945
329410.988756,3753141
329411.022267,3755337
329411.055777,3757534
329411.089288,3759730
329411.122798,3761926
329411.156308,3764122
329411.189819,3766318
329411.223329,3768514
329411.256840,3770710
329411.290350,3772906
329411.323860,3775102
329411.357371,3777298
329411.390881,3779495
329411.424392,3781691
329411.457902,3783887
329411.491412,3786083
329411.524923,3788279
329411.558433,3790475
329411.591944,3792671
329411.625454,3794867
329411.658964,3797063
329411.692475,3799260
329411.725985,3801456
329411.759496,3803652
329411.793006,3805848
329411.826516,3808044
329411.860027,3810240
329411.893537,3812436
329411.927048,3814632
329411.960558,3816828
329411.994068,3819024
329412.027579,3821221
329412.061089,3823417
329412.094600,3825613
329412.128110,3827809
329412.161620,3830005
329412.195131,3832201
329412.228641,3834397
329412.262152,3836593
329412.295662,3838789
329412.329172,3840985
329412.362683,3843182
329412.396193,3845378
329412.429704,3847574
329412.463214,3849770
329412.496724,3851966
329412.530235,3854162
329412.563745,3856358
329412.597256,3858554
329412.630766,3860750
329412.664276,3862947
329412.697787,3865143
329412.731297,3867339
329412.764808,3869535
329412.798318,3871731
329412.831828,3873927
329412.865339,3876123
329412.898849,3878319
329412.932360,3880515
329412.965870,3882711
329412.999380,3884908
329413.032891,3887104
329413.066401,3889300
329413.099912,3891496
329413.133422,3893692
329413.166932,3895888
329413.200443,3898084
329413.233953,3900280
329413.267464,3902476
329413.300974,3904673
329413.334484,3906869
329413.367995,3909065
329413.401505,3911261
329413.435016,3913457
329413.468526,3915653
329413.502036,3917849
329413.535547,3920045
329413.569057,3922241
329413.602568,3924437
329413.636078,3926634
329413.669588,3928830
329413.703099,3931026
329413.736609,3933222
329413.770120,3935418
329413.803630,3937614
329413.837140,3939810
329413.870651,3942006
329413.904161,3944202
329413.937672,3946399
329413.971182,3948595
329414.004692,3950791
329414.038203,3952987
329414.071713,3955183
329414.105224,3957379
329414.138734,3959575
329414.172244,3961771
329414.205755,3963967
329414.239265,3966163
329414.272776,3968360
329414.306286,3970556
329414.339796,3972752
329414.373307,3974948
329414.406817,3977144
329414.440328,3979340
329414.473838,3981536
329414.507348,3983732
329414.540859,3985928
329414.574369,3988124
329414.607880,3990321
329414.641390,3992517
329414.674900,3994713
329414.708411,3996909
329414.741921,3999105
329414.775432,4001301
329414.808942,4003497
329414.842452,4005693
329414.875963,4007889
329414.909473,4010085
329414.942984,4012282
329414.976494,4014478
329415.010004,4016674
329415.043515,4018870
329415.077025,4021066
329415.110536,4023262
329415.144046,4025458
329415.177556,4027654
329415.211067,4029850
329415.244577,4032047
329415.278088,4034243
329415.311598,4036439
329415.345108,4038635
329415.378619,4040831
329415.412129,4043027
329415.445640,4045223
329415.479150,4047419
329415.512660,4049615
329415.546171,4051811
329415.579681,4054008
329415.613192,4056204
329415.646702,4058400
329415.680212,4060596
329415.713723,4062792
329415.747233,4064988
329415.780744,4067184
329415.814254,4069380
329415.847764,4071576
329415.881275,4073773
329415.914785,4075969
329415.948296,4078165
329415.981806,4080361
329416.015316,4082557
329416.048827,4084753
329416.082337,4086949
329416.115848,4089145
329416.149358,4091341
329416.182868,4093537
329416.216379,4095734
329416.249889,4097930
329416.283400,4100126
329416.316910,4102322
329416.350420,4104518
329416.383931,4106714
329416.417441,4108910
329416.450952,4111106
329416.484462,4113302
329416.517972,4115498
329416.551483,4117695
329416.584993,4119891
329416.618504,4122087
329416.652014,4124283
329416.685524,4126479
329416.719035,4128675
329416.752545,4130871
329416.786056,4133067
329416.819566,4135263
329416.853076,4137460
329416.886587,4139656
329416.920097,4141852
329416.953608,4144048
329416.987118,4146244
329417.020628,4148440
329417.054139,4150636
329417.087649,4152832
329417.121160,4155028
329417.154670,4157224
329417.188180,4159421
329417.221691,4161617
329417.255201,4163813
329417.288712,4166009
329417.322222,4168205
329417.355732,4170401
329417.389243,4172597
329417.422753,4174793
329417.456264,4176989
329417.489774,4179186
329417.523284,4181382
329417.556795,4183578
329417.590305,4185774
329417.623816,4187970
329417.657326,4190166
329417.690836,4192362
329417.724347,4194558
329417.757857,4196754
329417.791368,4198950
329417.824878,4201147
329417.858388,4203343
329417.891899,4205539
329417.925409,4207735
329417.958920,4209931
329417.992430,4212127
329418.025940,4214323
329418.059451,4216519
329418.092961,4218715
329418.126472,4220912
329418.159982,4223108
329418.193492,4225304
329418.227003,4227500
329418.260513,4229696
329418.294024,4231892
329418.327534,4234088
329418.361044,4236284
329418.394555,4238480
329418.428065,4240676
329418.461576,4242873
329418.495086,4245069
329418.528596,4247265
329418.562107,4249461
329418.595617,4251657
329418.629128,4253853
329418.662638,4256049
329418.696148,4258245
329418.729659,4260441
329418.763169,4262637
329418.796680,4264834
329418.830190,4267030
329418.863700,4269226
329418.897211,4271422
329418.930721,4273618
329418.964232,4275814
329418.997742,4278010
329419.031252,4280206
329419.064763,4282402
329419.098273,4284599
329419.131784,4286795
329419.165294,4288991
329419.198804,4291187
329419.232315,4293383
329419.265825,4295579
329419.299336,4297775
329419.332846,4299971
329419.366356,4302167
329419.399867,4304363
329419.433377,4306560
329419.466888,4308756
329419.500398,4310952
329419.533908,4313148
329419.567419,4315344
329419.600929,4317540
329419.634440,4319736
329419.667950,4321932
329419.701460,4324128
329419.734971,4326325
329419.768481,4328521
329419.801992,4330717
329419.835502,4332913
329419.869012,4335109
329419.902523,4337305
329419.936033,4339501
329419.969544,4341697
329420.003054,4343893
329420.036564,4346089
329420.070075,4348286
329420.103585,4350482
329420.137096,4352678
329420.170606,4354874
329420.204116,4357070
329420.237627,4359266
329420.271137,4361462
329420.304648,4363658
329420.338158,4365854
329420.371668,4368050
329420.405179,4370247
329420.438689,4372443
329420.472200,4374639
329420.505710,4376835
329420.539220,4379031
329420.572731,4381227
329420.606241,4383423
329420.639752,4385619
329420.673262,4387815
329420.706772,4390011
329420.740283,4392208
329420.773793,4394404
329420.807304,4396600
329420.840814,4398796
329420.874324,4400992
329420.907835,4403188
329420.941345,4405384
329420.974856,4407580
329421.008366,4409776
329421.041876,4411973
329421.075387,4414169
329421.108897,4416365
329421.142408,4418561
329421.175918,4420757
329421.209428,4422953
329421.242939,4425149
329421.276449,4427345
329421.309960,4429541
329421.343470,4431737
329421.376980,4433934
329421.410491,4436130
329421.444001,4438326
329421.477512,4440522
329421.511022,4442718
329421.544532,4444914
329421.578043,4447110
329421.611553,4449306
329421.645064,4451502
329421.678574,4453699
329421.712084,4455895
329421.745595,4458091
329421.779105,4460287
329421.812616,4462483
329421.846126,4464679
329421.879636,4466875
329421.913147,4469071
329421.946657,4471267
329421.980168,4473463
329422.013678,4475660
329422.047188,4477856
329422.080699,4480052
329422.114209,4482248
329422.147720,4484444
329422.181230,4486640
329422.214740,4488836
329422.248251,4491032
329422.281761,4493228
329422.315272,4495425
329422.348782,4497621
329422.382292,4499817
329422.415803,4502013
329422.449313,4504209
329422.482824,4506405
329422.516334,4508601
329422.549844,4510797
329422.583355,4512993
329422.616865,4515189
329422.650376,4517386
329422.683886,4519582
329422.717396,4521778
329422.750907,4523974
329422.784417,4526170
329422.817928,4528366
329422.851438,4530562
329422.884948,4532758
329422.918459,4534954
329422.951969,4537150
329422.985480,4539347
329423.018990,4541543
329423.052500,4543739
329423.086011,4545935
329423.119521,4548131
329423.153032,4550327
329423.186542,4552523
329423.220052,4554719
329423.253563,4556915
329423.287073,4559112
329423.320584,4561308
329423.354094,4563504
329423.387604,4565700
329423.421115,4567896
329423.454625,4570092
329423.488136,4572288
329423.521646,4574484
329423.555156,4576680
329423.588667,4578876
329423.622177,4581073
329423.655688,4583269
329423.689198,4585465
329423.722708,4587661
329423.756219,4589857
329423.789729,4592053
329423.823240,4594249
329423.856750,4596445
329423.890260,4598641
329423.923771,4600838
329423.957281,4603034
329423.990792,4605230
329424.024302,4607426
329424.057812,4609622
329424.091323,4611818
329424.124833,4614014
329424.158344,4616210
329424.191854,4618406
329424.225364,4620602
329424.258875,4622799
329424.292385,4624995
329424.325896,4627191
329424.359406,4629387
329424.392916,4631583
329424.426427,4633779
329424.459937,4635975
329424.493448,4638171
329424.526958,4640367
329424.560468,4642563
329424.593979,4644760
329424.627489,4646956
329424.661000,4649152
329424.694510,4651348
329424.728020,4653544
329424.761531,4655740
329424.795041,4657936
329424.828552,4660132
329424.862062,4662328
329424.895572,4664524
329424.929083,4666721
329424.962593,4668917
329424.996104,4671113
329425.029614,4673309
329425.063124,4675505
329425.096635,4677701
329425.130145,4679897
329425.163656,4682093
329425.197166,4684289
329425.230676,4686486
329425.264187,4688682
329425.297697,4690878
329425.331208,4693074
329425.364718,4695270
329425.398228,4697466
329425.431739,4699662
329425.465249,4701858
329425.498760,4704054
329425.532270,4706250
329425.565780,4708447
329425.599291,4710643
329425.632801,4712839
329425.666312,4715035
329425.699822,4717231
329425.733332,4719427
329425.766843,4721623
329425.800353,4723819
329425.833864,4726015
329425.867374,4728212
329425.900884,4730408
329425.934395,4732604
329425.967905,4734800
329426.001416,4736996
329426.034926,4739192
329426.068436,4741388
329426.101947,4743584
329426.135457,4745780
329426.168968,4747976
329426.202478,4750173
329426.235988,4752369
329426.269499,4754565
329426.303009,4756761
329426.336520,4758957
329426.370030,4761153
329426.403540,4763349
329426.437051,4765545
329426.470561,4767741
329426.504072,4769938
329426.537582,4772134
329426.571092,4774330
329426.604603,4776526
329426.638113,4778722
329426.671624,4780918
329426.705134,4783114
329426.738644,4785310
329426.772155,4787506
329426.805665,4789702
329426.839176,4791899
329426.872686,4794095
329426.906196,4796291
329426.939707,4798487
329426.973217,4800683
329427.006728,4802879
329427.040238,4805075
329427.073748,4807271
329427.107259,4809467
329427.140769,4811663
329427.174280,4813860
329427.207790,4816056
329427.241300,4818252
329427.274811,4820448
329427.308321,4822644
329427.341832,4824840
329427.375342,4827036
329427.408852,4829232
329427.442363,4831428
329427.475873,4833625
329427.509384,4835821
329427.542894,4838017
329427.576404,4840213
329427.609915,4842409
329427.643425,4844605
329427.676936,4846801
329427.710446,4848997
329427.743956,4851193
329427.777467,4853389
329427.810977,4855586
329427.844488,4857782
329427.877998,4859978
329427.911508,4862174
329427.945019,4864370
329427.978529,4866566
329428.012040,4868762
329428.045550,4870958
329428.079060,4873154
329428.112571,4875351
329428.146081,4877547
329428.179592,4879743
329428.213102,4881939
329428.246612,4884135
329428.280123,4886331
329428.313633,4888527
329428.347144,4890723
329428.380654,4892919
329428.414164,4895115
329428.447675,4897312
329428.481185,4899508
329428.514696,4901704
329428.548206,4903900
329428.581716,4906096
329428.615227,4908292
329428.648737,4910488
329428.682248,4912684
329428.715758,4914880
329428.749268,4917076
329428.782779,4919273
329428.816289,4921469
329428.849800,4923665
329428.883310,4925861
329428.916820,4928057
329428.950331,4930253
329428.983841,4932449
329429.017352,4934645
329429.050862,4936841
329429.084372,4939038
329429.117883,4941234
329429.151393,4943430
329429.184904,4945626
329429.218414,4947822
329429.251924,4950018
329429.285435,4952214
329429.318945,4954410
329429.352456,4956606
329429.385966,4958802
329429.419476,4960999
329429.452987,4963195
329429.486497,4965391
329429.520008,4967587
329429.553518,4969783
329429.587028,4971979
329429.620539,4974175
329429.654049,4976371
329429.687560,4978567
329429.721070,4980764
329429.754580,4982960
329429.788091,4985156
329429.821601,4987352
329429.855112,4989548
329429.888622,4991744
329429.922132,4993940
329429.955643,4996136
329429.989153,4998332
329430.022664,5000528
329430.056174,5002725
329430.089684,5004921
329430.123195,5007117
329430.156705,5009313
329430.190216,5011509
329430.223726,5013705
329430.257236,5015901
329430.290747,5018097
329430.324257,5020293
329430.357768,5022490
329430.391278,5024686
329430.424788,5026882
329430.458299,5029078
329430.491809,5031274
329430.525320,5033470
329430.558830,5035666
329430.592340,5037862
329430.625851,5040058
329430.659361,5042254
329430.692872,5044451
329430.726382,5046647
329430.759892,5048843
329430.793403,5051039
329430.826913,5053235
329430.860424,5055431
329430.893934,5057627
329430.927444,5059823
329430.960955,5062019
329430.994465,5064215
329431.027976,5066412
329431.061486,5068608
329431.094996,5070804
329431.128507,5073000
329431.162017,5075196
329431.195528,5077392
329431.229038,5079588
329431.262548,5081784
329431.296059,5083980
329431.329569,5086176
329431.363080,5088373
329431.396590,5090569
329431.430100,5092765
329431.463611,5094961
329431.497121,5097157
329431.530632,5099353
329431.564142,5101549
329431.597652,5103745
329431.631163,5105941
329431.664673,5108138
329431.698184,5110334
329431.731694,5112530
329431.765204,5114726
329431.798715,5116922
329431.832225,5119118
329431.865736,5121314
329431.899246,5123510
329431.932756,5125706
329431.966267,5127902
329431.999777,5130099
329432.033288,5132295
329432.066798,5134491
329432.100308,5136687
329432.133819,5138883
329432.167329,5141079
329432.200840,5143275
329432.234350,5145471
329432.267860,5147667
329432.301371,5149864
329432.334881,5152060
329432.368392,5154256
329432.401902,5156452
329432.435412,5158648
329432.468923,5160844
329432.502433,5163040
329432.535944,5165236
329432.569454,5167432
329432.602964,5169628
329432.636475,5171825
329432.669985,5174021
329432.703496,5176217
329432.737006,5178413
329432.770516,5180609
329432.804027,5182805
329432.837537,5185001
329432.871048,5187197
329432.904558,5189393
329432.938068,5191589
329432.971579,5193786
329433.005089,5195982
329433.038600,5198178
329433.072110,5200374
329433.105620,5202570
329433.139131,5204766
329433.172641,5206962
329433.206152,5209158
329433.239662,5211354
329433.273172,5213551
329433.306683,5215747
329433.340193,5217943
329433.373704,5220139
329433.407214,5222335
329433.440724,5224531
329433.474235,5226727
329433.507745,5228923
329433.541256,5231119
329433.574766,5233315
329433.608276,5235512
329433.641787,5237708
329433.675297,5239904
329433.708808,5242100
329433.742318,5244296
329433.775828,5246492
329433.809339,5248688
329433.842849,5250884
329433.876360,5253080
329433.909870,5255277
329433.943380,5257473
329433.976891,5259669
329434.010401,5261865
329434.043912,5264061
329434.077422,5266257
329434.110932,5268453
329434.144443,5270649
329434.177953,5272845
329434.211464,5275041
329434.244974,5277238
329434.278484,5279434
329434.311995,5281630
329434.345505,5283826
329434.379016,5286022
329434.412526,5288218
329434.446036,5290414
329434.479547,5292610
329434.513057,5294806
329434.546568,5297003
329434.580078,5299199
329434.613588,5301395
329434.647099,5303591
329434.680609,5305787
329434.714120,5307983
329434.747630,5310179
329434.781140,5312375
329434.814651,5314571
329434.848161,5316767
329434.881672,5318964
329434.915182,5321160
329434.948692,5323356
329434.982203,5325552
329435.015713,5327748
329435.049224,5329944
329435.082734,5332140
329435.116244,5334336
329435.149755,5336532
329435.183265,5338728
329435.216776,5340925
329435.250286,5343121
329435.283796,5345317
329435.317307,5347513
329435.350817,5349709
329435.384328,5351905
329435.417838,5354101
329435.451348,5356297
329435.484859,5358493
329435.518369,5360689
329435.551880,5362886
329435.585390,5365082
329435.618900,5367278
329435.652411,5369474
329435.685921,5371670
329435.719432,5373866
329435.752942,5376062
329435.786452,5378258
329435.819963,5380454
329435.853473,5382651
329435.886984,5384847
329435.920494,5387043
329435.954004,5389239
329435.987515,5391435
329436.021025,5393631
329436.054536,5395827
329436.088046,5398023
329436.121556,5400219
329436.155067,5402415
329436.188577,5404612
329436.222088,5406808
329436.255598,5409004
329436.289108,5411200
329436.322619,5413396
329436.356129,5415592
329436.389640,5417788
329436.423150,5419984
329436.456660,5422180
329436.490171,5424377
329436.523681,5426573
329436.557192,5428769
329436.590702,5430965
329436.624212,5433161
329436.657723,5435357
329436.691233,5437553
329436.724744,5439749
329436.758254,5441945
329436.791764,5444141
329436.825275,5446338
329436.858785,5448534
329436.892296,5450730
329436.925806,5452926
329436.959316,5455122
329436.992827,5457318
329437.026337,5459514
329437.059848,5461710
329437.093358,5463906
329437.126868,5466102
329437.160379,5468299
329437.193889,5470495
329437.227400,5472691
329437.260910,5474887
329437.294420,5477083
329437.327931,5479279
329437.361441,5481475
329437.394952,5483671
329437.428462,5485867
329437.461972,5488064
329437.495483,5490260
329437.528993,5492456
329437.562504,5494652
329437.596014,5496848
329437.629524,5499044
329437.663035,5501240
329437.696545,5503436
329437.730056,5505632
329437.763566,5507828
329437.797076,5510025
329437.830587,5512221
329437.864097,5514417
329437.897608,5516613
329437.931118,5518809
329437.964628,5521005
329437.998139,5523201
329438.031649,5525397
329438.065160,5527593
329438.098670,5529790
329438.132180,5531986
329438.165691,5534182
329438.199201,5536378
329438.232712,5538574
329438.266222,5540770
329438.299732,5542966
329438.333243,5545162
329438.366753,5547358
329438.400264,5549554
329438.433774,5551751
329438.467284,5553947
329438.500795,5556143
329438.534305,5558339
329438.567816,5560535
329438.601326,5562731
329438.634836,5564927
329438.668347,5567123
329438.701857,5569319
329438.735368,5571516
329438.768878,5573712
329438.802388,5575908
329438.835899,5578104
329438.869409,5580300
329438.902920,5582496
329438.936430,5584692
329438.969940,5586888
329439.003451,5589084
329439.036961,5591280
329439.070472,5593477
329439.103982,5595673
329439.137492,5597869
329439.171003,5600065
329439.204513,5602261
329439.238024,5604457
329439.271534,5606653
329439.305044,5608849
329439.338555,5611045
329439.372065,5613241
329439.405576,5615438
329439.439086,5617634
329439.472596,5619830
329439.506107,5622026
329439.539617,5624222
329439.573128,5626418
329439.606638,5628614
329439.640148,5630810
329439.673659,5633006
329439.707169,5635203
329439.740680,5637399
329439.774190,5639595
329439.807700,5641791
329439.841211,5643987
329439.874721,5646183
329439.908232,5648379
329439.941742,5650575
329439.975252,5652771
329440.008763,5654967
329440.042273,5657164
329440.075784,5659360
329440.109294,5661556
329440.142804,5663752
329440.176315,5665948
329440.209825,5668144
329440.243336,5670340
329440.276846,5672536
329440.310356,5674732
329440.343867,5676929
329440.377377,5679125
329440.410888,5681321
329440.444398,5683517
329440.477908,5685713
329440.511419,5687909
329440.544929,5690105
329440.578440,5692301
329440.611950,5694497
329440.645460,5696693
329440.678971,5698890
329440.712481,5701086
329440.745992,5703282
329440.779502,5705478
329440.813012,5707674
329440.846523,5709870
329440.880033,5712066
329440.913544,5714262
329440.947054,5716458
329440.980564,5718654
329441.014075,5720851
329441.047585,5723047
329441.081096,5725243
329441.114606,5727439
329441.148116,5729635
329441.181627,5731831
329441.215137,5734027
329441.248648,5736223
329441.282158,5738419
329441.315668,5740615
329441.349179,5742812
329441.382689,5745008
329441.416200,5747204
329441.449710,5749400
329441.483220,5751596
329441.516731,5753792
329441.550241,5755988
329441.583752,5758184
329441.617262,5760380
329441.650772,5762577
329441.684283,5764773
329441.717793,5766969
329441.751304,5769165
329441.784814,5771361
329441.818324,5773557
329441.851835,5775753
329441.885345,5777949
329441.918856,5780145
329441.952366,5782341
329441.985876,5784538
329442.019387,5786734
329442.052897,5788930
329442.086408,5791126
329442.119918,5793322
329442.153428,5795518
329442.186939,5797714
329442.220449,5799910
329442.253960,5802106
329442.287470,5804303
329442.320980,5806499
329442.354491,5808695
329442.388001,5810891
329442.421512,5813087
329442.455022,5815283
329442.488532,5817479
329442.522043,5819675
329442.555553,5821871
329442.589064,5824067
329442.622574,5826264
329442.656084,5828460
329442.689595,5830656
329442.723105,5832852
329442.756616,5835048
329442.790126,5837244
329442.823636,5839440
329442.857147,5841636
329442.890657,5843832
329442.924168,5846029
329442.957678,5848225
329442.991188,5850421
329443.024699,5852617
329443.058209,5854813
329443.091720,5857009
329443.125230,5859205
329443.158740,5861401
329443.192251,5863597
329443.225761,5865793
329443.259272,5867990
329443.292782,5870186
329443.326292,5872382
329443.359803,5874578
329443.393313,5876774
329443.426824,5878970
329443.460334,5881166
329443.493844,5883362
329443.560865,5887754
329443.627886,5892147
329443.661396,5894343
329443.694907,5896539
329443.728417,5898735
329443.761928,5900931
329443.795438,5903127
329443.828948,5905323
329443.862459,5907519
329443.895969,5909716
329443.929480,5911912
329443.962990,5914108
329443.996500,5916304
329444.030011,5918500
329444.063521,5920696
329444.097032,5922892
329444.130542,5925088
329444.164052,5927284
329444.197563,5929480
329444.231073,5931677
329444.264584,5933873
329444.298094,5936069
329444.331604,5938265
329444.365115,5940461
329444.398625,5942657
329444.432136,5944853
329444.465646,5947049
329444.499156,5949245
329444.532667,5951442
329444.566177,5953638
329444.599688,5955834
329444.633198,5958030
329444.666708,5960226
329444.700219,5962422
329444.733729,5964618
329444.767240,5966814
329444.800750,5969010
329444.834260,5971206
329444.867771,5973403
329444.901281,5975599
329444.934792,5977795
329444.968302,5979991
329445.001812,5982187
329445.035323,5984383
329445.068833,5986579
329445.102344,5988775
329445.135854,5990971
329445.169364,5993167
329445.202875,5995364
329445.236385,5997560
329445.269896,5999756
329445.303406,6001952
329445.336916,6004148
329445.370427,6006344
329445.403937,6008540
329445.437448,6010736
329445.470958,6012932
329445.504468,6015128
329445.537979,6017325
329445.571489,6019521
329445.605000,6021717
329445.638510,6023913
329445.672020,6026109
329445.705531,6028305
329445.739041,6030501
329445.772552,6032697
329445.806062,6034893
329445.839572,6037090
329445.873083,6039286
329445.906593,6041482
329445.940104,6043678
329445.973614,6045874
329446.007124,6048070
329446.040635,6050266
329446.074145,6052462
329446.107656,6054658
329446.141166,6056854
329446.174676,6059051
329446.208187,6061247
329446.241697,6063443
329446.275208,6065639
329446.308718,6067835
329446.342228,6070031
329446.375739,6072227
329446.409249,6074423
329446.442760,6076619
329446.476270,6078816
329446.509780,6081012
329446.543291,6083208
329446.576801,6085404
329446.610312,6087600
329446.643822,6089796
329446.677332,6091992
329446.710843,6094188
329446.744353,6096384
329446.777864,6098580
329446.811374,6100777
329446.844884,6102973
329446.878395,6105169
329446.911905,6107365
329446.945416,6109561
329446.978926,6111757
329447.012436,6113953
329447.045947,6116149
329447.079457,6118345
329447.112968,6120542
329447.146478,6122738
329447.179988,6124934
329447.213499,6127130
329447.247009,6129326
329447.280520,6131522
329447.314030,6133718
329447.347540,6135914
329447.381051,6138110
329447.414561,6140306
329447.448072,6142503
329447.481582,6144699
329447.515092,6146895
329447.548603,6149091
329447.582113,6151287
329447.615624,6153483
329447.649134,6155679
329447.682644,6157875
329447.716155,6160071
329447.749665,6162267
329447.783176,6164464
329447.816686,6166660
329447.850196,6168856
329447.883707,6171052
329447.917217,6173248
329447.950728,6175444
329447.984238,6177640
329448.017748,6179836
329448.051259,6182032
329448.084769,6184229
329448.118280,6186425
329448.151790,6188621
329448.185300,6190817
329448.218811,6193013
329448.252321,6195209
329448.285832,6197405
329448.319342,6199601
329448.352852,6201797
329448.386363,6203993
329448.419873,6206190
329448.453384,6208386
329448.486894,6210582
329448.520404,6212778
329448.553915,6214974
329448.587425,6217170
329448.620936,6219366
329448.654446,6221562
329448.687956,6223758
329448.721467,6225955
329448.754977,6228151
329448.788488,6230347
329448.821998,6232543
329448.855508,6234739
329448.889019,6236935
329448.922529,6239131
329448.956040,6241327
329448.989550,6243523
329449.023060,6245719
329449.056571,6247916
329449.090081,6250112
329449.123592,6252308
329449.157102,6254504
329449.190612,6256700
329449.224123,6258896
329449.257633,6261092
329449.291144,6263288
329449.324654,6265484
329449.358164,6267680
329449.391675,6269877
329449.425185,6272073
329449.458696,6274269
329449.492206,6276465
329449.525716,6278661
329449.559227,6280857
329449.592737,6283053
329449.626248,6285249
329449.659758,6287445
329449.693268,6289641
329449.726779,6291838
329449.760289,6294034
329449.793800,6296230
329449.827310,6298426
329449.860820,6300622
329449.894331,6302818
329449.927841,6305014
329449.961352,6307210
329449.994862,6309406
329450.028372,6311603
329450.061883,6313799
329450.095393,6315995
329450.128904,6318191
329450.162414,6320387
329450.195924,6322583
329450.229435,6324779
329450.262945,6326975
329450.296456,6329171
329450.329966,6331368
329450.363476,6333564
329450.396987,6335760
329450.430497,6337956
329450.464008,6340152
329450.497518,6342348
329450.531028,6344544
329450.564539,6346740
329450.598049,6348936
329450.631560,6351132
329450.665070,6353329
329450.698580,6355525
329450.732091,6357721
329450.765601,6359917
329450.799112,6362113
329450.832622,6364309
329450.866132,6366505
329450.899643,6368701
329450.933153,6370897
329450.966664,6373094
329451.000174,6375290
329451.033684,6377486
329451.067195,6379682
329451.100705,6381878
329451.134216,6384074
329451.167726,6386270
329451.201236,6388466
329451.234747,6390662
329451.268257,6392858
329451.301768,6395055
329451.335278,6397251
329451.368788,6399447
329451.402299,6401643
329451.435809,6403839
329451.469320,6406035
329451.502830,6408231
329451.536340,6410427
329451.569851,6412623
329451.603361,6414819
329451.636872,6417016
329451.670382,6419212
329451.703892,6421408
329451.737403,6423604
329451.770913,6425800
329451.804424,6427996
329451.837934,6430192
329451.871444,6432388
329451.904955,6434584
329451.938465,6436780
329451.971976,6438977
329452.005486,6441173
329452.038996,6443369
329452.072507,6445565
329452.106017,6447761
329452.139528,6449957
329452.173038,6452153
329452.206548,6454349
329452.240059,6456545
329452.273569,6458742
329452.307080,6460938
329452.340590,6463134
329452.374100,6465330
329452.407611,6467526
329452.441121,6469722
329452.474632,6471918
329452.508142,6474114
329452.541652,6476310
329452.575163,6478506
329452.608673,6480703
329452.642184,6482899
329452.675694,6485095
329452.709204,6487291
329452.742715,6489487
329452.776225,6491683
329452.809736,6493879
329452.843246,6496075
329452.876756,6498271
329452.910267,6500468
329452.943777,6502664
329452.977288,6504860
329453.010798,6507056
329453.044308,6509252
329453.077819,6511448
329453.111329,6513644
329453.144840,6515840
329453.178350,6518036
329453.211860,6520232
329453.245371,6522429
329453.278881,6524625
329453.312392,6526821
329453.345902,6529017
329453.379412,6531213
329453.412923,6533409
329453.446433,6535605
329453.479944,6537801
329453.513454,6539997
329453.546964,6542193
329453.580475,6544390
329453.613985,6546586
329453.647496,6548782
329453.681006,6550978
329453.714516,6553174
329453.748027,6555370
329453.781537,6557566
329453.815048,6559762
329453.848558,6561958
329453.882068,6564155
329453.915579,6566351
329453.949089,6568547
