Recording	Participant	Timeline	TOI	Interval	Media	Food_Category	AOI	Decision	Product_element	Last_key_press	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Time_to_first_fixation	Duration_of_first_fixation	Last_AOI_viewed	AOI_at_interval_end	Average_pupil_diameter	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Minimum_duration_of_whole_fixations	Maximum_duration_of_whole_fixations	Number_of_whole_fixations	Time_to_first_whole_fixation	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Time_to_first_Visit	Duration_of_first_Visit	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Time_to_first_Glance	Duration_of_first_Glance	Number_of_mouse_clicks	Time_to_first_mouse_click	Time_from_first_fixation_to_mouse_click	Number_of_mouse_clicks_and_releases	Time_to_first_mouse_click_and_release	Time_from_first_fixation_to_mouse_click_and_release	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Character_index	Word_index	Sentence_index	AOI_string	Text_unit_type	Number_of_units	First-pass_first_fixation_duration	First-pass_duration	Selective_regression-path_duration	First-pass_regression	Total_duration_of_fixations	Regression-path_duration	Re-reading_duration
Recording3	Participant 3	Timeline1	Pistachios	1	Pistachios	Snack	Nutrition Label		Nutrition Label		5717	272	29	596	21	2175	244	Nutrition Label	Nutrition Label		5688	284	64	596	20	2175	244		6365	3183	885	5480	2	2175	5480	6485	3243	941	5544	2	2111	5544	0			0			19	2111	7655	339.31					Aggregated								
Recording3	Participant 3	Timeline1	Pistachios	1	Pistachios	Snack	Picture		Picture		327	109	64	195	3	0	195	Nutrition Label	Nutrition Label		132	66	64	68	2	1047	68		327	109	64	195	3	0	195	339	113	72	195	3	0	195	0			0			0		195						Aggregated								
Recording3	Participant 3	Timeline1	Pistachios	1	Pistachios	Snack	Price		Price		148	148	148	148	1	1823	148	Nutrition Label	Nutrition Label		148	148	148	148	1	1823	148		148	148	148	148	1	1823	148	176	176	176	176	1	1795	176	0			0			0	1795		153.07					Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	I would buy	I would buy			184	184	184	184	1	21043	184	Nutrition Label			184	184	184	184	1	21043	184		184	184	184	184	1	21043	184	256	256	256	256	1	20971	256	1	24935	3892	0			0	20971	21227	222.07					Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	I would not buy	I would not buy			0				0			Nutrition Label			0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	Ingredients		Ingredients		6148	324	148	776	19	1815	204	Nutrition Label			6148	324	148	776	19	1815	204		6544	3272	568	5976	2	1815	568	6708	3354	644	6064	2	1739	644	0			0			17	1739	2383	269.1					Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	Nutrition Label		Nutrition Label		13932	249	96	444	56	2475	140	Nutrition Label			13932	249	96	444	56	2475	140		15388	7694	3652	11736	2	2475	11736	15548	7774	3720	11828	2	2383	11828	0			0			54	2383	14211	437.6					Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	Picture		Picture		1287	143	72	259	9	0	259	Nutrition Label			1028	129	72	176	8	279	128		1487	496	380	700	3	0	407	1563	521	407	708	3	0	407	0			0			4	20523	407	354.51					Aggregated								
Recording3	Participant 3	Timeline1	Pizza	1	Pizza	Meal	Price		Price		216	216	216	216	1	20307	216	Nutrition Label			216	216	216	216	1	20307	216		216	216	216	216	1	20307	216	248	248	248	248	1	20275	248	0			0			0	20275	20523	112.23					Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	I would buy	I would buy			980	163	108	204	6	24043	200	I would buy	I would buy		792	158	108	204	5	24043	200		1068	534	200	868	2	24043	200	1196	598	260	936	2	23983	260	1	25428	1386	0			4	23983		375.9					Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	I would not buy	I would not buy			0				0			I would buy	I would buy		0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	Ingredients		Ingredients		7556	261	60	744	29	15562	176	I would buy	I would buy		7556	261	60	744	29	15562	176		8188	8188	8188	8188	1	15562	8188	8200	8200	8200	8200	1	15550	8200	0			0			28								Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	Nutrition Label		Nutrition Label		13116	279	108	984	47	1154	172	I would buy	I would buy		13116	279	108	984	47	1154	172		14288	14288	14288	14288	1	1154	14288	14356	14356	14356	14356	1	1086	14356	0			0			46								Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	Picture		Picture		678	170	116	258	4	0	258	I would buy	I would buy		420	140	116	172	3	278	132		698	233	116	410	3	0	410	762	254	128	410	3	0	410	0			0			1	722	410	224.69					Aggregated								
Recording3	Participant 3	Timeline1	Soup	1	Soup	Meal	Price		Price		0				0			I would buy	I would buy		0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	I would buy	I would buy			872	174	108	240	5	19152	208	Nutrition Label	Nutrition Label		872	174	108	240	5	19152	208		948	474	344	604	2	19152	344	1052	526	388	664	2	19108	388	1	24693	5540	0			3	19108	19496	284.69					Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	I would not buy	I would not buy			0				0			Nutrition Label	Nutrition Label		0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Ingredients		Ingredients		10872	294	120	748	37	6768	120	Nutrition Label	Nutrition Label		10872	294	120	748	37	6768	120		11668	11668	11668	11668	1	6768	11668	11676	11676	11676	11676	1	6760	11676	0			0			36		18436						Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Nutrition Label		Nutrition Label		7468	233	36	428	32	1744	140	Nutrition Label	Nutrition Label		7432	240	64	428	31	1744	140		8380	2793	1496	4896	3	1744	4896	8600	2867	1564	4968	3	1672	4968	0			0			28	1672	21992	365.39					Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Picture		Picture		1740	158	76	268	11	0	236	Nutrition Label	Nutrition Label		1504	150	76	268	10	264	200		1908	477	268	644	4	0	644	2084	521	324	644	4	0	644	0			0			5	1348	644	186.11					Aggregated								
Recording3	Participant 3	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Price		Price		0				0			Nutrition Label	Nutrition Label		0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	I would buy	I would buy			304	152	120	184	2	8777	184	Picture	Picture		304	152	120	184	2	8777	184		328	328	328	328	1	8777	328	400	400	400	400	1	8705	400	1	9248	471	0			1	8705		445.47					Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	I would not buy	I would not buy			0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Ingredients		Ingredients		1404	234	144	376	6	7185	308	Picture	Picture		1404	234	144	376	6	7185	308		1520	1520	1520	1520	1	7185	1520	1584	1584	1584	1584	1	7121	1584	0			0			5	7121	8705	319.73					Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Nutrition Label		Nutrition Label		3712	286	124	804	13	1868	176	Picture	Picture		3712	286	124	804	13	1868	176		4068	4068	4068	4068	1	1868	4068	4136	4136	4136	4136	1	1800	4136	0			0			12	1800	5937	319.71					Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Picture		Picture		1556	156	8	340	10	0	176	Picture	Picture		1372	172	80	340	8	244	116		1888	378	8	796	5	0	360	2052	410	52	840	5	0	360	0			0			2	960	1800	188.75					Aggregated								
Recording3	Participant 3	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Price		Price		0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	I would buy	I would buy			584	146	128	160	4	2824	128	Picture		3.13168	584	146	128	160	4	2824	128	3.13168	660	660	660	660	1	2824	660	716	716	716	716	1	2768	716	0			0			3	2768	3484	407.51					Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	I would not buy	I would not buy			1888	210	104	396	9	3540	168	Picture		3.01559	1888	210	104	396	9	3540	168	3.01559	2056	1028	720	1336	2	3540	720	2160	1080	776	1384	2	3484	776	1	19409	15869	0			7	3484	4260	366.64					Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	Ingredients		Ingredients		3424	201	80	408	17	1364	100	Picture		2.89994	3424	201	80	408	17	1364	100	2.89994	3920	1307	100	3336	3	1364	100	4084	1361	120	3428	3	1344	120	0			0			13	1344	1464	69.72					Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	Nutrition Label		Nutrition Label		9024	220	68	516	41	1544	220	Picture		3.01316	9024	220	68	516	41	1544	220	3.01316	10180	3393	364	8592	3	1544	1224	10388	3463	456	8628	3	1464	1304	0			0			36	1464	2768	496.49					Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	Picture		Picture		648	130	68	228	5	0	116	Picture		2.86819	532	133	68	228	4	120	92	2.8877	736	245	68	440	3	0	440	820	273	104	440	3	0	440	0			0			1	832	440	170.1					Aggregated								
Recording4	Participant 4	Timeline1	Burger	1	Burger	Meal	Price		Price		248	248	248	248	1	4824	248	Picture		2.87837	248	248	248	248	1	4824	248	2.87837	248	248	248	248	1	4824	248	276	276	276	276	1	4796	276	0			0			0	4796	5072	115.28					Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	I would buy	I would buy			1000	167	112	276	6	406	124	Picture	Picture		1000	167	112	276	6	406	124		1104	552	124	980	2	406	124	1164	582	176	988	2	354	176	1	20535	20128	0			4		530						Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	I would not buy	I would not buy			112	112	112	112	1	578	112	Picture	Picture		112	112	112	112	1	578	112		112	112	112	112	1	578	112	160	160	160	160	1	530	160	0			0			0	530	690	361.26					Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	Ingredients		Ingredients		2108	234	84	460	9	5582	84	Picture	Picture		2108	234	84	460	9	5582	84		2248	749	84	1976	3	5582	84	2364	788	96	1996	3	5570	96	0			0			6	5570	5666	65.79					Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	Nutrition Label		Nutrition Label		9128	212	64	412	43	930	156	Picture	Picture		9128	212	64	412	43	930	156		10460	1743	156	3612	6	930	156	10852	1809	216	3672	6	870	216	0			0			33	870	1086	338.66					Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	Picture		Picture		2358	181	54	324	13	0	54	Picture	Picture		2088	190	96	324	11	174	96		2638	440	128	1012	6	0	270	2874	479	180	1040	6	0	270	0			0			6	690	870	459.88					Aggregated								
Recording4	Participant 4	Timeline1	Cereals	1	Cereals	Meal	Price		Price		580	193	164	248	3	4846	168	Picture	Picture		580	193	164	248	3	4846	168		596	298	164	432	2	4846	432	720	360	196	524	2	4754	524	0			0			1	4754	5278	459.15					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	I would buy	I would buy			428	214	196	232	2	10859	196	Picture	Picture		428	214	196	232	2	10859	196		456	456	456	456	1	10859	456	508	508	508	508	1	10807	508	1	12019	1160	0			1	10807	11315	409.64					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	I would not buy	I would not buy			272	136	64	208	2	10511	208	Picture	Picture		272	136	64	208	2	10511	208		296	296	296	296	1	10511	296	356	356	356	356	1	10451	356	0			0			1	10451	10807	400.63					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	Ingredients		Ingredients		1620	231	112	320	7	8111	256	Picture	Picture		1620	231	112	320	7	8111	256		1788	1788	1788	1788	1	8111	1788	1804	1804	1804	1804	1	8095	1804	0			0			6	8095		54.3					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	Nutrition Label		Nutrition Label		5856	234	100	1032	25	867	216	Picture	Picture		5856	234	100	1032	25	867	216		6488	2163	552	4960	3	867	976	6588	2196	608	4992	3	855	988	0			0			21	2331	1843	163.56					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	Picture		Picture		417	104	22	179	4	0	179	Picture	Picture		216	108	100	116	2	207	116		445	148	22	323	3	0	323	501	167	30	323	3	0	323	0			0			1	10303	323	247.4					Aggregated								
Recording4	Participant 4	Timeline1	Chips	1	Chips	Snack	Price		Price		324	162	160	164	2	7415	164	Picture	Picture		324	162	160	164	2	7415	164		336	336	336	336	1	7415	336	428	428	428	428	1	7323	428	0			0			1	7323	7751	499.75					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	I would buy	I would buy			1092	156	108	248	7	9902	108	I would buy	I would buy		844	141	108	196	6	9902	108		1224	612	560	664	2	9902	664	1316	658	584	732	2	9834	732	1	11925	2024	0			5	9834		426.16					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	I would not buy	I would not buy			0				0			I would buy	I would buy		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	Ingredients		Ingredients		3988	235	68	436	17	4989	424	I would buy	I would buy		3988	235	68	436	17	4989	424		4544	2272	424	4120	2	4989	424	4664	2332	508	4156	2	4905	508	0			0			14	4905	5413	493.67					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	Nutrition Label		Nutrition Label		1976	220	112	436	9	2737	284	I would buy	I would buy		1976	220	112	436	9	2737	284		2168	2168	2168	2168	1	2737	2168	2256	2256	2256	2256	1	2649	2256	0			0			8	2649	4905	371.96					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	Picture		Picture		1449	181	60	464	8	0	161	I would buy	I would buy		1288	184	60	464	7	181	124		1709	570	408	720	3	0	581	1757	586	416	760	3	0	581	0			0			4	1009	581	220.4					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate bar	1	Chocolate bar	Snack	Price		Price		256	256	256	256	1	2393	256	I would buy	I would buy		256	256	256	256	1	2393	256		256	256	256	256	1	2393	256	280	280	280	280	1	2369	280	0			0			0	2369	2649	108.81					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	I would buy	I would buy			632	316	124	508	2	11247	508	I would buy			632	316	124	508	2	11247	508		652	652	652	652	1	11247	652	696	696	696	696	1	11203	696	1	11894	647	0			1	11203		351.75					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	I would not buy	I would not buy			312	156	100	212	2	10871	212	I would buy			312	156	100	212	2	10871	212		332	332	332	332	1	10871	332	396	396	396	396	1	10807	396	0			0			1	10807	11203	369.95					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	Ingredients		Ingredients		3116	240	120	396	13	1871	276	I would buy			3116	240	120	396	13	1871	276		3620	1810	176	3444	2	1871	3444	3652	1826	188	3464	2	1851	3464	0			0			10	1851	5315	100.44					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	Nutrition Label		Nutrition Label		4356	229	100	576	19	747	224	I would buy			4356	229	100	576	19	747	224		5168	2584	760	4408	2	747	760	5324	2662	820	4504	2	687	820	0			0			15	687	1507	397.45					Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	Picture		Picture		268	268	268	268	1	27	268	I would buy			268	268	268	268	1	27	268		268	268	268	268	1	27	268	295	295	295	295	1	0	295	0			0			0		295						Aggregated								
Recording4	Participant 4	Timeline1	Chocolate cookies	1	Chocolate cookies	Dessert	Price		Price		752	251	212	272	3	1583	268	I would buy			752	251	212	272	3	1583	268		932	466	268	664	2	1583	268	1032	516	344	688	2	1507	344	0			0			0	1507	1851	446.06					Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	I would buy	I would buy			710	237	216	270	3	12869	224	I would buy	I would buy		440	220	216	224	2	12869	224		762	762	762	762	1	12869	762	830	830	830	830	1	12801	830	1	13604	735	0			2	12801		462.17					Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	I would not buy	I would not buy			0				0			I would buy	I would buy		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	Ingredients		Ingredients		5696	219	88	404	26	6105	388	I would buy	I would buy		5696	219	88	404	26	6105	388		6696	6696	6696	6696	1	6105	6696	6720	6720	6720	6720	1	6081	6720	0			0			23	6081	12801	138.54					Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	Nutrition Label		Nutrition Label		4124	229	140	440	18	820	176	I would buy	I would buy		4124	229	140	440	18	820	176		4532	4532	4532	4532	1	820	4532	4588	4588	4588	4588	1	764	4588	0			0			17	764	5353	362.68					Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	Picture		Picture		276	138	116	160	2	0	160	I would buy	I would buy		116	116	116	116	1	188	116		304	304	304	304	1	0	304	304	304	304	304	1	0	304	0			0			1		304						Aggregated								
Recording4	Participant 4	Timeline1	Ice cream	1	Ice cream	Dessert	Price		Price		632	316	144	488	2	5437	144	I would buy	I would buy		632	316	144	488	2	5437	144		644	644	644	644	1	5437	644	728	728	728	728	1	5353	728	0			0			1	5353	6081	427.25					Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	I would buy	I would buy			816	204	140	300	4	12939	140	Picture	Picture		816	204	140	300	4	12939	140		896	896	896	896	1	12939	896	960	960	960	960	1	12875	960	1	13939	1001	1	13939	1001	3	12875	13835	360.73					Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	I would not buy	I would not buy			0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	Ingredients		Ingredients		2836	258	140	452	11	8966	336	Picture	Picture		2836	258	140	452	11	8966	336		3196	3196	3196	3196	1	8966	3196	3212	3212	3212	3212	1	8950	3212	0			0			9	8950	12163	56.23					Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	Nutrition Label		Nutrition Label		6860	245	64	568	28	838	196	Picture	Picture		6860	245	64	568	28	838	196		7788	7788	7788	7788	1	838	7788	7852	7852	7852	7852	1	774	7852	0			0			25	774	8626	399.46					Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	Picture		Picture		670	168	94	228	4	6	192	Picture	Picture		576	192	156	228	3	6	192		702	234	94	380	3	6	380	800	267	146	386	3	0	386	0			0			1	12607	386	203.67					Aggregated								
Recording4	Participant 4	Timeline1	Oat cookies	1	Oat cookies	Dessert	Price		Price		228	228	228	228	1	8722	228	Picture	Picture		228	228	228	228	1	8722	228		228	228	228	228	1	8722	228	324	324	324	324	1	8626	324	0			0			0	8626	8950	462.81					Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	I would buy	I would buy			704	141	52	176	5	9291	176	I would buy	I would buy		652	163	144	176	4	9291	176		780	390	344	436	2	9291	344	868	434	376	492	2	9259	376	1	10770	1479	0			3	9259	9635	276.78					Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	I would not buy	I would not buy			0				0			I would buy	I would buy		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	Ingredients		Ingredients		876	219	196	252	4	2507	208	I would buy	I would buy		876	219	196	252	4	2507	208		932	466	448	484	2	2507	484	988	494	476	512	2	2479	512	0			0			2	2479	2991	151.73					Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	Nutrition Label		Nutrition Label		4288	268	140	464	16	1175	216	I would buy	I would buy		4288	268	140	464	16	1175	216		4832	2416	584	4248	2	1175	584	4956	2478	648	4308	2	1111	648	0			0			13	1111	7671	402.69					Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	Picture		Picture		1760	196	64	264	9	3	224	I would buy	I would buy		1760	196	64	264	9	3	224		1956	391	140	636	5	3	452	2163	433	204	684	5	0	455	0			0			2	807	455	211.61					Aggregated								
Recording4	Participant 4	Timeline1	Pistachios	1	Pistachios	Snack	Price		Price		648	216	156	332	3	2147	332	I would buy	I would buy		648	216	156	332	3	2147	332		668	334	332	336	2	2147	332	748	374	356	392	2	2123	356	0			0			1	2123	2479	102.85					Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	I would buy	I would buy			0				0			I would not buy			0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	I would not buy	I would not buy			636	212	184	252	3	14879	252	I would not buy			636	212	184	252	3	14879	252		684	684	684	684	1	14879	684	732	732	732	732	1	14831	732	1	15575	696	0			2	14831		304.57					Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	Ingredients		Ingredients		4176	232	68	380	18	9519	312	I would not buy			4176	232	68	380	18	9519	312		4800	2400	1820	2980	2	9519	1820	4836	2418	1852	2984	2	9487	1852	0			0			14	9487	11339	126.75					Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	Nutrition Label		Nutrition Label		6032	223	88	512	27	1707	300	I would not buy			6032	223	88	512	27	1707	300		7064	7064	7064	7064	1	1707	7064	7128	7128	7128	7128	1	1643	7128	0			0			23	1643		399.58					Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	Picture		Picture		1084	181	92	248	6	11	168	I would not buy			1084	181	92	248	6	11	168		1160	580	384	776	2	11	384	1207	603	395	812	2	0	395	0			0			4	831	395	171.03					Aggregated								
Recording4	Participant 4	Timeline1	Pizza	1	Pizza	Meal	Price		Price		380	190	184	196	2	9095	196	I would not buy			380	190	184	196	2	9095	196		380	190	184	196	2	9095	196	480	240	208	272	2	9019	272	0			0			0	11339	9291	122.47					Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	I would buy	I would buy			920	184	128	272	5	13846	128	Picture	Picture		920	184	128	272	5	13846	128		1024	1024	1024	1024	1	13846	1024	1100	1100	1100	1100	1	13770	1100	1	14959	1113	0			4	13770	14870	416.07					Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	I would not buy	I would not buy			0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	Ingredients		Ingredients		1904	238	208	276	8	8966	208	Picture	Picture		1904	238	208	276	8	8966	208		2064	1032	736	1328	2	8966	736	2132	1066	756	1376	2	8946	756	0			0			6	8946	13770	78.68					Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	Nutrition Label		Nutrition Label		5444	237	80	452	23	1918	196	Picture	Picture		5444	237	80	452	23	1918	196		6208	3104	1676	4532	2	1918	1676	6300	3150	1708	4592	2	1886	1708	0			0			20	3990	3594	401.73					Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	Picture		Picture		1718	286	68	556	6	0	302	Picture	Picture		1348	337	160	556	4	754	160		1750	438	68	1044	4	0	302	1910	478	128	1084	4	0	302	0			0			2	714	302	223.91					Aggregated								
Recording4	Participant 4	Timeline1	Soup	1	Soup	Meal	Price		Price		2332	389	140	808	6	9790	140	Picture	Picture		2332	389	140	808	6	9790	140		2604	2604	2604	2604	1	9790	2604	2624	2624	2624	2624	1	9770	2624	0			0			4		12394						Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	I would buy	I would buy			0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	I would not buy	I would not buy			1260	252	148	392	5	7779	248	Picture	Picture		1260	252	148	392	5	7779	248		1332	666	392	940	2	7779	940	1392	696	400	992	2	7727	992	1	10167	2388	0			3	7727	8719	293.02					Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Ingredients		Ingredients		1560	223	136	300	7	2263	136	Picture	Picture		1560	223	136	300	7	2263	136		1700	1700	1700	1700	1	2263	1700	1724	1724	1724	1724	1	2239	1724	0			0			6	2239	3963	108.04					Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Nutrition Label		Nutrition Label		2164	197	128	352	11	1403	232	Picture	Picture		2164	197	128	352	11	1403	232		2380	793	396	1168	3	1403	396	2592	864	452	1256	3	1347	452	0			0			8	1347	1799	364.04					Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Picture		Picture		1409	235	71	484	6	0	175	Picture	Picture		1164	291	176	484	4	207	248		1501	500	71	976	3	0	455	1601	534	123	1024	3	0	455	0			0			2	6703	455	244.47					Aggregated								
Recording4	Participant 4	Timeline1	Vegan ice cream	1	Vegan ice cream	Dessert	Price		Price		828	276	132	524	3	1875	172	Picture	Picture		828	276	132	524	3	1875	172		836	418	172	664	2	1875	172	944	472	248	696	2	1799	248	0			0			1	1799	2047	437.14					Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	I would buy	I would buy			680	227	176	252	3	12708	176	Picture	Picture		680	227	176	252	3	12708	176		728	728	728	728	1	12708	728	776	776	776	776	1	12660	776	1	13748	1040	0			2	12660	13436	391.93					Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	I would not buy	I would not buy			0				0			Picture	Picture		0				0				0				0			0				0			0			0			0								Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Ingredients		Ingredients		2492	227	140	472	11	2508	472	Picture	Picture		2492	227	140	472	11	2508	472		2700	1350	652	2048	2	2508	652	2740	1370	672	2068	2	2488	672	0			0			9	2488	3160	73.94					Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Nutrition Label		Nutrition Label		3752	235	84	644	16	3680	232	Picture	Picture		3752	235	84	644	16	3680	232		4532	2266	1576	2956	2	3680	2956	4640	2320	1596	3044	2	3592	3044	0			0			12	3592	6636	446.86					Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Picture		Picture		2488	191	104	452	13	0	152	Picture	Picture		2204	200	104	452	11	184	104		2704	541	232	1488	5	0	288	2852	570	248	1528	5	0	288	0			0			8	708	288	188.76					Aggregated								
Recording4	Participant 4	Timeline1	Veggie crisps	1	Veggie crisps	Snack	Price		Price		796	265	140	400	3	3196	256	Picture	Picture		796	265	140	400	3	3196	256		804	402	256	548	2	3196	256	880	440	292	588	2	3160	292	0			0			1	3160	3452	116.24					Aggregated								
